Dataset ID;Dataset Name;Number of Rows;Number of Columns;Unique Values;Count of Zeros;Missing Values;Statistics;Tags;Category;Has Geodata;Has DateTime;Findability Weight;AccessURL Status Code;Accessibility Weight;Responsible Person;Agency;Reusability Weight
85;ГК банки;100;19;{'id': 100, 'parentbank_id': 7, 'bank_entry_id': 100, 'bank_name': 100, 'bic': 54, 'subaccount': 0, 'correspondent_account': 52, 'locality_name': 10, 'payment_type_id': 1, 'bank_name_for_the_payment_order': 57, 'department_name': 50, 'bank_failure_date': 22, 'flags_field': 3, 'the_last_update_date': 55, 'user': 13, 'time_stamp': 0, 'actualization_document': 1, 'status': 2, 'deactualization_document': 0};{'id': 0, 'parentbank_id': 0, 'bank_entry_id': 0, 'bank_name': 0, 'bic': 0, 'subaccount': 0, 'correspondent_account': 0, 'locality_name': 0, 'payment_type_id': 0, 'bank_name_for_the_payment_order': 0, 'department_name': 0, 'bank_failure_date': 0, 'flags_field': 96, 'the_last_update_date': 0, 'user': 0, 'time_stamp': 0, 'actualization_document': 0, 'status': 0, 'deactualization_document': 0};{'id': 0.0, 'parentbank_id': 0.48, 'bank_entry_id': 0.0, 'bank_name': 0.0, 'bic': 0.0, 'subaccount': 1.0, 'correspondent_account': 0.02, 'locality_name': 0.0, 'payment_type_id': 0.0, 'bank_name_for_the_payment_order': 0.0, 'department_name': 0.5, 'bank_failure_date': 0.2, 'flags_field': 0.0, 'the_last_update_date': 0.0, 'user': 0.0, 'time_stamp': 1.0, 'actualization_document': 0.0, 'status': 0.0, 'deactualization_document': 1.0};{('id', 'count'): 100.0, ('id', 'mean'): 92780.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 92731.0, ('id', '50%'): 92780.5, ('id', 'max'): 92830.0, ('parentbank_id', 'count'): 52.0, ('parentbank_id', 'mean'): 224.01923076923077, ('parentbank_id', 'std'): 275.58006490300727, ('parentbank_id', 'min'): 1.0, ('parentbank_id', '50%'): 1.0, ('parentbank_id', 'max'): 601.0, ('flags_field', 'count'): 100.0, ('flags_field', 'mean'): 0.05, ('flags_field', 'std'): 0.26111648393354675, ('flags_field', 'min'): 0.0, ('flags_field', '50%'): 0.0, ('flags_field', 'max'): 2.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 17.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 17.0, ('actualization_document', '50%'): 17.0, ('actualization_document', 'max'): 17.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
88;ГК источники внутреннего финансирования;100;23;{'id': 100, 'upper_source_id': 11, 'upper_source_id_for_a_plan': 11, 'budget_classifier_type_id': 1, 'receipt_administrator_id': 3, 'full_name': 79, 'source_code': 100, 'formatted_classification_code_of_the_revenue_source': 100, 'group_of_sources_code': 1, 'subgroup_of_sources_code': 1, 'item_code': 8, 'subitem_code': 9, 'element_code': 11, 'program_code': 6, 'economic_classification_code': 11, 'flags_field': 6, 'actualization_date': 7, 'user': 3, 'time_stamp': 0, 'status': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0};{'id': 0, 'upper_source_id': 0, 'upper_source_id_for_a_plan': 0, 'budget_classifier_type_id': 0, 'receipt_administrator_id': 0, 'full_name': 0, 'source_code': 0, 'formatted_classification_code_of_the_revenue_source': 0, 'group_of_sources_code': 0, 'subgroup_of_sources_code': 0, 'item_code': 0, 'subitem_code': 0, 'element_code': 0, 'program_code': 0, 'economic_classification_code': 0, 'flags_field': 78, 'actualization_date': 0, 'user': 0, 'time_stamp': 0, 'status': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0};{'id': 0.0, 'upper_source_id': 0.84, 'upper_source_id_for_a_plan': 0.84, 'budget_classifier_type_id': 0.0, 'receipt_administrator_id': 0.81, 'full_name': 0.0, 'source_code': 0.0, 'formatted_classification_code_of_the_revenue_source': 0.0, 'group_of_sources_code': 0.0, 'subgroup_of_sources_code': 0.0, 'item_code': 0.0, 'subitem_code': 0.0, 'element_code': 0.0, 'program_code': 0.0, 'economic_classification_code': 0.0, 'flags_field': 0.0, 'actualization_date': 0.0, 'user': 0.0, 'time_stamp': 1.0, 'status': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0};{('id', 'count'): 100.0, ('id', 'mean'): 17603.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 17554.0, ('id', '50%'): 17603.5, ('id', 'max'): 17653.0, ('upper_source_id', 'count'): 16.0, ('upper_source_id', 'mean'): 227468.75, ('upper_source_id', 'std'): 3708.4668080848, ('upper_source_id', 'min'): 225702.0, ('upper_source_id', '50%'): 225714.0, ('upper_source_id', 'max'): 239681.0, ('upper_source_id_for_a_plan', 'count'): 16.0, ('upper_source_id_for_a_plan', 'mean'): 227468.75, ('upper_source_id_for_a_plan', 'std'): 3708.4668080848, ('upper_source_id_for_a_plan', 'min'): 225702.0, ('upper_source_id_for_a_plan', '50%'): 225714.0, ('upper_source_id_for_a_plan', 'max'): 239681.0, ('flags_field', 'count'): 100.0, ('flags_field', 'mean'): 157286.64, ('flags_field', 'std'): 873813.4472728715, ('flags_field', 'min'): 0.0, ('flags_field', '50%'): 0.0, ('flags_field', 'max'): 8388609.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 10.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 10.0, ('actualization_document', '50%'): 10.0, ('actualization_document', 'max'): 10.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
91;ГК «Типы геонимов»;23;10;{'id': 23, 'code': 23, 'printed_name': 22, 'short_name': 22, 'full_name': 22, 'actualization_document': 1, 'actualization_date': 8, 'deactualization_document': 1, 'deactualization_date': 2, 'status': 2};{'id': 0, 'code': 0, 'printed_name': 0, 'short_name': 0, 'full_name': 0, 'actualization_document': 0, 'actualization_date': 0, 'deactualization_document': 0, 'deactualization_date': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'printed_name': 0.043478260869565216, 'short_name': 0.043478260869565216, 'full_name': 0.043478260869565216, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_document': 0.0, 'deactualization_date': 0.9130434782608695, 'status': 0.0};{('id', 'count'): 23.0, ('id', 'mean'): 276.04347826086956, ('id', 'std'): 1268.7218148507816, ('id', 'min'): 1.0, ('id', '50%'): 12.0, ('id', 'max'): 6096.0, ('actualization_document', 'count'): 23.0, ('actualization_document', 'mean'): 244.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 244.0, ('actualization_document', '50%'): 244.0, ('actualization_document', 'max'): 244.0, ('deactualization_document', 'count'): 23.0, ('deactualization_document', 'mean'): 244.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 244.0, ('deactualization_document', '50%'): 244.0, ('deactualization_document', 'max'): 244.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Роговая Дарья Ивановна', 'phone': '88124173493', 'email': 'rogovaya_d@iac.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
94;ГК «Площадные объекты»;100;13;{'id': 100, 'code': 100, 'printed_name': 98, 'full_name': 97, 'short_name': 98, 'code_city': 0, 'code_toponym': 0, 'code2': 5, 'actualization_document': 1, 'actualization_date': 22, 'deactualization_date': 4, 'deactualization_document': 0, 'status': 2};{'id': 0, 'code': 0, 'printed_name': 0, 'full_name': 0, 'short_name': 0, 'code_city': 0, 'code_toponym': 0, 'code2': 0, 'actualization_document': 0, 'actualization_date': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'printed_name': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'code_city': 1.0, 'code_toponym': 1.0, 'code2': 0.0, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_date': 0.2, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 78.61, ('id', 'std'): 44.44469835786055, ('id', 'min'): 2.0, ('id', '50%'): 86.0, ('id', 'max'): 150.0, ('code2', 'count'): 100.0, ('code2', 'mean'): 9.21, ('code2', 'std'): 11.636146225873022, ('code2', 'min'): 2.0, ('code2', '50%'): 2.0, ('code2', 'max'): 30.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 244.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 244.0, ('actualization_document', '50%'): 244.0, ('actualization_document', 'max'): 244.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Роговая Дарья Ивановна', 'phone': '88124173493', 'email': 'rogovaya_d@iac.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
97;ГК «Зоны особого режима использования»;100;9;{'id': 100, 'code': 94, 'full_name': 98, 'short_name': 98, 'actualization_document': 1, 'actualization_date': 7, 'deactualization_document': 2, 'deactualization_date': 4, 'status': 2};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_document': 0, 'actualization_date': 0, 'deactualization_document': 0, 'deactualization_date': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_document': 0.21, 'deactualization_date': 0.21, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 87.33, ('id', 'std'): 78.7144250253453, ('id', 'min'): 1.0, ('id', '50%'): 52.5, ('id', 'max'): 304.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 244.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 244.0, ('actualization_document', '50%'): 244.0, ('actualization_document', 'max'): 244.0, ('deactualization_document', 'count'): 79.0, ('deactualization_document', 'mean'): 62.51898734177215, ('deactualization_document', 'std'): 106.33749619206424, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 244.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Роговая Дарья Ивановна', 'phone': '88124173493', 'email': 'rogovaya_d@iac.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
100;ГК категорий лиц, подвергшихся радиации;44;9;{'id': 44, 'code': 44, 'full_name': 42, 'description': 0, 'actualization_document': 1, 'actualization_date': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'code': 0, 'full_name': 0, 'description': 0, 'actualization_document': 44, 'actualization_date': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'description': 1.0, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 44.0, ('id', 'mean'): 66.5, ('id', 'std'): 12.84523257866513, ('id', 'min'): 45.0, ('id', '50%'): 66.5, ('id', 'max'): 88.0, ('actualization_document', 'count'): 44.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
103;ГК города-поселки;88;11;{'id': 88, 'code': 88, 'code_rf': 0, 'full_name': 87, 'short_name': 88, 'printed_name': 87, 'actualization_date': 20, 'deactualization_date': 2, 'status': 2, 'actualization_document': 5, 'deactualization_document': 2};{'id': 0, 'code': 0, 'code_rf': 0, 'full_name': 0, 'short_name': 0, 'printed_name': 0, 'actualization_date': 0, 'deactualization_date': 0, 'status': 0, 'actualization_document': 0, 'deactualization_document': 0};{'id': 0.0, 'code': 0.0, 'code_rf': 1.0, 'full_name': 0.0, 'short_name': 0.0, 'printed_name': 0.0, 'actualization_date': 0.0, 'deactualization_date': 0.7954545454545454, 'status': 0.0, 'actualization_document': 0.0, 'deactualization_document': 0.7954545454545454};{('id', 'count'): 88.0, ('id', 'mean'): 3041.6477272727275, ('id', 'std'): 3411.998689681105, ('id', 'min'): 1.0, ('id', '50%'): 44.5, ('id', 'max'): 7051.0, ('actualization_document', 'count'): 88.0, ('actualization_document', 'mean'): 9.875, ('actualization_document', 'std'): 28.315063413172044, ('actualization_document', 'min'): 1.0, ('actualization_document', '50%'): 1.0, ('actualization_document', 'max'): 111.0, ('deactualization_document', 'count'): 18.0, ('deactualization_document', 'mean'): 5.833333333333333, ('deactualization_document', 'std'): 20.50609665440988, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 88.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
106;ГК ГЗ;100;10;{'id': 100, 'faset': 2, 'code': 96, 'full_name': 100, 'short_name': 57, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'faset': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 100, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'faset': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.43, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 50.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 1.0, ('id', '50%'): 50.5, ('id', 'max'): 100.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
109;ГК ИСОГД;100;11;{'id': 100, 'faset': 5, 'code': 5, 'code_object': 88, 'name': 93, 'description': 37, 'status': 1, 'actualization_date': 1, 'deactualization_date': 0, 'actualization_document': 1, 'deactualization_document': 0};{'id': 1, 'faset': 0, 'code': 0, 'code_object': 0, 'name': 0, 'description': 0, 'status': 0, 'actualization_date': 0, 'deactualization_date': 0, 'actualization_document': 100, 'deactualization_document': 0};{'id': 0.0, 'faset': 0.0, 'code': 0.0, 'code_object': 0.0, 'name': 0.0, 'description': 0.22, 'status': 0.0, 'actualization_date': 0.0, 'deactualization_date': 1.0, 'actualization_document': 0.0, 'deactualization_document': 1.0};{('id', 'count'): 100.0, ('id', 'mean'): 49.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 0.0, ('id', '50%'): 49.5, ('id', 'max'): 99.0, ('faset', 'count'): 100.0, ('faset', 'mean'): 3.43, ('faset', 'std'): 1.2247861078984403, ('faset', 'min'): 1.0, ('faset', '50%'): 4.0, ('faset', 'max'): 5.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
112;ГК ФЗ;100;12;{'id': 100, 'id2': 100, 'faset': 1, 'code_object': 100, 'name': 17, 'kod1': 14, 'name1': 90, 'doc_act': 1, 'date_act': 1, 'doc_deact': 0, 'date_deact': 0, 'status': 1};{'id': 0, 'id2': 0, 'faset': 0, 'code_object': 0, 'name': 0, 'kod1': 0, 'name1': 0, 'doc_act': 100, 'date_act': 0, 'doc_deact': 0, 'date_deact': 0, 'status': 0};{'id': 0.0, 'id2': 0.0, 'faset': 0.0, 'code_object': 0.0, 'name': 0.0, 'kod1': 0.0, 'name1': 0.0, 'doc_act': 0.0, 'date_act': 0.0, 'doc_deact': 1.0, 'date_deact': 1.0, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 50.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 1.0, ('id', '50%'): 50.5, ('id', 'max'): 100.0, ('id2', 'count'): 100.0, ('id2', 'mean'): 8309.84, ('id2', 'std'): 356.1430514994124, ('id2', 'min'): 7380.0, ('id2', '50%'): 8218.5, ('id2', 'max'): 8764.0, ('doc_act', 'count'): 100.0, ('doc_act', 'mean'): 0.0, ('doc_act', 'std'): 0.0, ('doc_act', 'min'): 0.0, ('doc_act', '50%'): 0.0, ('doc_act', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
115;ГК ТОПС;42;8;{'id': 42, 'code': 41, 'full_name': 42, 'actualization_date': 6, 'actudealization_date': 1, 'status': 2, 'actualization_document': 6, 'deactualization_document': 1};{'id': 1, 'code': 0, 'full_name': 0, 'actualization_date': 0, 'actudealization_date': 0, 'status': 0, 'actualization_document': 0, 'deactualization_document': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'actualization_date': 0.0, 'actudealization_date': 0.9761904761904762, 'status': 0.0, 'actualization_document': 0.0, 'deactualization_document': 0.9761904761904762};{('id', 'count'): 42.0, ('id', 'mean'): 27.38095238095238, ('id', 'std'): 19.951101664004252, ('id', 'min'): 0.0, ('id', '50%'): 20.5, ('id', 'max'): 58.0, ('actualization_document', 'count'): 42.0, ('actualization_document', 'mean'): 46.166666666666664, ('actualization_document', 'std'): 2.0352583184363175, ('actualization_document', 'min'): 43.0, ('actualization_document', '50%'): 47.0, ('actualization_document', 'max'): 48.0, ('deactualization_document', 'count'): 1.0, ('deactualization_document', 'mean'): 48.0, ('deactualization_document', 'std'): nan, ('deactualization_document', 'min'): 48.0, ('deactualization_document', '50%'): 48.0, ('deactualization_document', 'max'): 48.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
121;Данные о согласованных адресных программах;100;20;{'kod': 100, 'status': 4, 'sl_kod': 2, 'zakazchik': 26, 'inn_zakazchika': 26, 'rajon': 18, 'adres': 98, 'vid_rabot': 27, 'titul': 97, 'dnr_zajavl': 56, 'dor_zajavl': 40, 'dnr_sogl': 52, 'dor_sogl': 32, 'dfnr': 72, 'uslovija': 40, 'dokumenty': 100, 'psp': 100, 'msk': 100, 'kod_v_nspb': 1, 'ordera': 80};{'kod': 0, 'status': 0, 'sl_kod': 0, 'zakazchik': 0, 'inn_zakazchika': 0, 'rajon': 0, 'adres': 0, 'vid_rabot': 0, 'titul': 0, 'dnr_zajavl': 0, 'dor_zajavl': 0, 'dnr_sogl': 0, 'dor_sogl': 0, 'dfnr': 0, 'uslovija': 0, 'dokumenty': 0, 'psp': 0, 'msk': 0, 'kod_v_nspb': 0, 'ordera': 0};{'kod': 0.0, 'status': 0.0, 'sl_kod': 0.0, 'zakazchik': 0.0, 'inn_zakazchika': 0.0, 'rajon': 0.0, 'adres': 0.02, 'vid_rabot': 0.0, 'titul': 0.0, 'dnr_zajavl': 0.0, 'dor_zajavl': 0.0, 'dnr_sogl': 0.0, 'dor_sogl': 0.0, 'dfnr': 0.0, 'uslovija': 0.6, 'dokumenty': 0.0, 'psp': 0.0, 'msk': 0.0, 'kod_v_nspb': 0.0, 'ordera': 0.0};"{('kod', 'count'): 100, ('kod', 'unique'): 100, ('kod', 'top'): '3683', ('kod', 'freq'): 1, ('status', 'count'): 100, ('status', 'unique'): 4, ('status', 'top'): 'согласована', ('status', 'freq'): 81, ('sl_kod', 'count'): 100, ('sl_kod', 'unique'): 2, ('sl_kod', 'top'): '-', ('sl_kod', 'freq'): 99, ('zakazchik', 'count'): 100, ('zakazchik', 'unique'): 26, ('zakazchik', 'top'): ""спб гку 'дирекция транспортного строительства'"", ('zakazchik', 'freq'): 32, ('inn_zakazchika', 'count'): 100, ('inn_zakazchika', 'unique'): 26, ('inn_zakazchika', 'top'): '7825342390', ('inn_zakazchika', 'freq'): 32, ('rajon', 'count'): 100, ('rajon', 'unique'): 18, ('rajon', 'top'): 'невский', ('rajon', 'freq'): 10, ('adres', 'count'): 98, ('adres', 'unique'): 98, ('adres', 'top'): 'красногвардейская пл. (уст-ка вр.огражд.на свердловской наб.и красногвард.площ.)', ('adres', 'freq'): 1, ('vid_rabot', 'count'): 100, ('vid_rabot', 'unique'): 27, ('vid_rabot', 'top'): 'объект метрополитена (временное ограждение.)', ('vid_rabot', 'freq'): 26, ('titul', 'count'): 100, ('titul', 'unique'): 97, ('titul', 'top'): 'стачек пр.объект метрополитена. вр. ограждение', ('titul', 'freq'): 2, ('dnr_zajavl', 'count'): 100, ('dnr_zajavl', 'unique'): 56, ('dnr_zajavl', 'top'): '20140701', ('dnr_zajavl', 'freq'): 8, ('dor_zajavl', 'count'): 100, ('dor_zajavl', 'unique'): 40, ('dor_zajavl', 'top'): '20181231', ('dor_zajavl', 'freq'): 14, ('dnr_sogl', 'count'): 100, ('dnr_sogl', 'unique'): 52, ('dnr_sogl', 'top'): '-', ('dnr_sogl', 'freq'): 16, ('dor_sogl', 'count'): 100, ('dor_sogl', 'unique'): 32, ('dor_sogl', 'top'): '20181015', ('dor_sogl', 'freq'): 20, ('dfnr', 'count'): 100, ('dfnr', 'unique'): 72, ('dfnr', 'top'): '-', ('dfnr', 'freq'): 11, ('uslovija', 'count'): 40, ('uslovija', 'unique'): 40, ('uslovija', 'top'): ""предоставлено согласование с гуп'тэк'(к.39445,ранее к.35181,ранее к.21530). по заключению гку'цкб'(исх.№09-26 от 13.01.14)на гарантии  до 2019г.-пр. луначарского (пчитр), пр. просвещения(пчитр)."", ('uslovija', 'freq'): 1, ('dokumenty', 'count'): 100, ('dokumenty', 'unique'): 100, ('dokumenty', 'top'): 'http://www.gati-online.ru/opendata/get.php?xc=1&p1=4&p2=3683&t=1', ('dokumenty', 'freq'): 1, ('psp', 'count'): 100, ('psp', 'unique'): 100, ('psp', 'top'): 'http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-AP&p2=0&p3=276&p4=3683', ('psp', 'freq'): 1, ('msk', 'count'): 100, ('msk', 'unique'): 100, ('msk', 'top'): 'http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-AP&p2=0&p3=121&p4=3683', ('msk', 'freq'): 1, ('kod_v_nspb', 'count'): 100, ('kod_v_nspb', 'unique'): 1, ('kod_v_nspb', 'top'): '-', ('kod_v_nspb', 'freq'): 100, ('ordera', 'count'): 100, ('ordera', 'unique'): 80, ('ordera', 'top'): '-', ('ordera', 'freq'): 12}";Нет;Строительство и надзор;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Башкин Игорь Александрович', 'phone': '78125794642', 'email': 'info@gati.gov.spb.ru'}];Государственная административно-техническая инспекция;30
124;Данные об автостоянках, паркингах и гаражах;62;9;{'number': 62, 'address': 62, 'type': 3, 'parking_space': 55, 'area': 60, 'district_city': 12, 'nearest_subway_station': 22, 'note': 43, 'coordinates': 62};{'number': 0, 'address': 0, 'type': 0, 'parking_space': 0, 'area': 0, 'district_city': 0, 'nearest_subway_station': 0, 'note': 0, 'coordinates': 0};{'number': 0.0, 'address': 0.0, 'type': 0.0, 'parking_space': 0.0, 'area': 0.0, 'district_city': 0.0, 'nearest_subway_station': 0.0, 'note': 0.0, 'coordinates': 0.0};{('number', 'count'): 62.0, ('number', 'mean'): 31.5, ('number', 'std'): 18.041618552668716, ('number', 'min'): 1.0, ('number', '50%'): 31.5, ('number', 'max'): 62.0, ('parking_space', 'count'): 62.0, ('parking_space', 'mean'): 118.29032258064517, ('parking_space', 'std'): 103.0936844509145, ('parking_space', 'min'): 10.0, ('parking_space', '50%'): 93.0, ('parking_space', 'max'): 634.0};['Автостоянка', 'Паркинг', 'Перехватывающая парковка'];Дороги и транспорт;ИСТИНА;ИСТИНА;100;200;50;[{'name': 'Мишкевич Александр Михайлович', 'phone': '78125761245', 'email': 'michkevich@krti.gov.spb.ru'}];Комитет по развитию транспортной инфраструктуры Санкт-Петербурга;30
127;Список светофорных объектов;100;4;{'number': 100, 'inv_nomer': 100, 'naimenovanie': 100, 'raion': 2};{'number': 0, 'inv_nomer': 0, 'naimenovanie': 0, 'raion': 0};{'number': 0.0, 'inv_nomer': 0.0, 'naimenovanie': 0.0, 'raion': 0.0};{('number', 'count'): 100, ('number', 'unique'): 100, ('number', 'top'): '1', ('number', 'freq'): 1, ('inv_nomer', 'count'): 100, ('inv_nomer', 'unique'): 100, ('inv_nomer', 'top'): 'С0001300154', ('inv_nomer', 'freq'): 1, ('naimenovanie', 'count'): 100, ('naimenovanie', 'unique'): 100, ('naimenovanie', 'top'): 'Светофорные объекты Загородный пр.- Рузовская ул.', ('naimenovanie', 'freq'): 1, ('raion', 'count'): 100, ('raion', 'unique'): 2, ('raion', 'top'): 'адмиралтейский район', ('raion', 'freq'): 93};['Светофоры'];Дороги и транспорт;ЛОЖЬ;ИСТИНА;80;200;50;[{'name': 'Лепенин Алексей Васильевич', 'phone': '79313263891', 'email': 'a.lepenin@gudodd.ru'}];Комитет по развитию транспортной инфраструктуры Санкт-Петербурга;30
130;Выставочные залы;24;12;{'oid': 24, 'name': 24, 'name_en': 24, 'type': 12, 'address_manual': 24, 'phone': 24, 'www': 24, 'email': 24, 'description': 23, 'description_en': 23, 'for_disabled': 2, 'coord': 24};{'oid': 0, 'name': 0, 'name_en': 0, 'type': 0, 'address_manual': 0, 'phone': 0, 'www': 0, 'email': 0, 'description': 0, 'description_en': 0, 'for_disabled': 0, 'coord': 0};{'oid': 0.0, 'name': 0.0, 'name_en': 0.0, 'type': 0.0, 'address_manual': 0.0, 'phone': 0.0, 'www': 0.0, 'email': 0.0, 'description': 0.041666666666666664, 'description_en': 0.041666666666666664, 'for_disabled': 0.0, 'coord': 0.0};{('oid', 'count'): 24.0, ('oid', 'mean'): 9657.583333333334, ('oid', 'std'): 4262.282312856899, ('oid', 'min'): 3321.0, ('oid', '50%'): 9353.5, ('oid', 'max'): 13934.0};Нет;Туризм и отдых;ИСТИНА;ИСТИНА;70;200;50;[{'name': 'Богуш Ян Николаевич', 'phone': '78122423909', 'email': 'it@ispb.info'}];Комитет по развитию туризма Санкт-Петербурга;30
